Structure,bandgap
LaRbAuHoO6,1.1284
LaRbAuNdO6,1.5749
LaRbAuPmO6,1.5846
LaRbBiDyO6,1.4764
LaRbCeZrO6,2.0091
LaRbNbYO6,2.6438
LaRbSbDyO6,2.4867
LaRbSbTbO6,2.3775
LaRbSbYO6,2.6263
LaRbTaDyO6,2.6472
LaRbTaErO6,2.6351
LaRbTaHoO6,2.6406
LaRbTaNdO6,2.4415
LaRbTaPmO6,2.4507
LaRbTaSmO6,2.4544
LaRbTaTbO6,2.5989
LaRbZrSnO6,3.0143
LuCsHfSnO6,2.4826
NdCsAuDyO6,1.3901
NdCsAuErO6,1.3346
NdCsAuGdO6,1.57
NdCsAuTmO6,1.2977
NdCsAuYO6,1.2283
NdCsBiGdO6,1.94
NdCsBiYO6,1.8072
NdCsTaDyO6,2.9189
NdCsTaErO6,2.8209
NdCsTaGdO6,2.4087
NdCsTaHoO6,2.8216
NdCsTaInO6,2.9358
NdCsTaTmO6,2.8194
NdCsTaYO6,2.4979
NdKAuDyO6,1.1961
NdKAuErO6,1.2056
NdKAuGdO6,1.5076
NdKAuHoO6,1.2004
NdKAuLuO6,1.66
NdKAuTmO6,1.2084
NdKAuYO6,1.2013
NdKBiDyO6,1.5393
NdKBiGdO6,1.6169
NdKBiHoO6,1.534
NdKBiTmO6,1.5097
NdKBiYO6,1.8804
NdKHfSnO6,3.3158
NdKSbDyO6,3.1776
NdKSbErO6,3.1855
NdKSbGdO6,2.9468
NdKSbHoO6,3.1805
NdKSbTbO6,3.1416
NdKSbTmO6,3.1835
NdKTaDyO6,2.6654
NdKTaErO6,2.6726
NdKTaGdO6,2.0321
NdKTaHoO6,2.8697
NdKTaInO6,3.416
NdKTaTmO6,2.9728
NdKTaYO6,2.6482
NdRbAuDyO6,1.4592
NdRbAuErO6,1.565
NdRbAuGdO6,1.5118
NdRbAuHoO6,1.4618
NdRbAuLuO6,1.56
NdRbAuTmO6,1.0665
NdRbAuYO6,1.4583
NdRbBiDyO6,1.8968
NdRbBiTmO6,1.8534
NdRbBiYO6,1.9387
NdRbCeZrO6,1.9881
NdRbHfSnO6,3.1153
NdRbSbDyO6,3.0221
NdRbSbErO6,3.0304
NdRbSbGdO6,2.8664
NdRbSbHoO6,3.0279
NdRbSbTbO6,3.0096
NdRbSbTmO6,3.0232
NdRbTaBiO6,1.4405
NdRbTaDyO6,2.8983
NdRbTaErO6,2.8524
NdRbTaGdO6,2.4217
NdRbTaHoO6,2.8018
NdRbTaInO6,3.3192
NdRbTaTmO6,2.9502
NdRbTaYO6,2.7785
PmCsAuDyO6,1.3593
PmCsAuErO6,1.2059
PmCsAuGdO6,1.41
PmCsAuHoO6,1.3322
PmCsAuTmO6,1.2692
PmCsAuYO6,1.3965
PmCsTaDyO6,2.8392
PmCsTaErO6,2.7407
PmCsTaGdO6,2.2735
PmCsTaHoO6,2.741
PmCsTaInO6,2.8616
PmCsTaTmO6,2.7375
PmCsTaYO6,2.7187
PmKAuGdO6,1.5724
PmKAuYO6,1.1779
PmKHfSnO6,3.0196
PmKTaGdO6,2.4679
PmKTaTmO6,2.8949
PmRbAuGdO6,1.186
PmRbAuYO6,1.528
PmRbTaGdO6,2.4079
PmRbTaInO6,2.7696
PmRbTaTmO6,2.8251
PmRbVInO6,1.6981
PrCsAuDyO6,0.9194
PrCsAuErO6,0.862
PrCsAuHoO6,0.8921
PrCsAuLuO6,1.3456
PrCsBiDyO6,1.7019
PrCsSbDyO6,2.8011
PrCsTaDyO6,3.0009
PrCsTaErO6,3.0027
PrCsTaHoO6,3.0126
PrCsTaTbO6,2.9577
PrKAuDyO6,1.2153
PrKAuErO6,1.2263
PrKAuHoO6,1.2202
PrKAuLuO6,1.2355
PrKAuScO6,1.0629
PrKBiDyO6,1.575
PrKBiErO6,1.5605
PrKSbDyO6,3.2328
PrKSbErO6,3.2255
PrKSbHoO6,2.7224
PrKSbTbO6,3.1998
PrKTaDyO6,3.044
PrKTaErO6,3.0514
PrKTaHoO6,2.883
PrKTaYO6,3.0262
PrNdDyCoO6,0.885
PrNdErCoO6,1.1001
PrNdHoCoO6,1.0341
PrRbAuDyO6,1.5864
PrRbAuErO6,1.0938
PrRbAuHoO6,1.59
PrRbBiDyO6,1.837
PrRbBiErO6,1.8108
PrRbBiHoO6,1.8255
PrRbSbDyO6,3.0653
PrRbSbErO6,3.0721
PrRbSbHoO6,3.0714
PrRbSbTbO6,3.053
PrRbSbYO6,3.1067
PrRbTaDyO6,3.1772
PrRbTaErO6,3.0814
PrRbTaHoO6,3.0802
PrRbTaTbO6,3.0721
Sr2AuErO6,1.6117
Sr2AuNdO6,1.4731
Sr2BiErO6,1.9415
Sr2BiHoO6,1.7322
Sr2BiYO6,1.9724
Sr2MoZnO6,2.3108
Sr2SbErO6,3.4279
Sr2SbScO6,3.6629
Sr2SbTmO6,3.4207
Sr2TaInO6,4.0244
Sr2WMgO6,3.2641
Sr2WZnO6,3.4104
TbCsTaInO6,2.8148
TbCsVInO6,1.5037
TbRbTaInO6,2.6695
YCsHfSnO6,2.7726
